_record_id,name_history,name,ico,address,legal_form,region,date_start,date_end,activity1,activity2,account_sector,ownership,size,source_url
713,"",Miestne osvetové stredisko,00077828,"Malá Hradná 50,  956 54 Malá Hradná",Príspevková organizácia,Bánovce nad Bebravou,1985-06-01,2004-03-11,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=312
714,"","RP HOLDING, a.s.",00078298,"Kuzmányho 57,  040 01 Košice - Staré Mesto",Akciová spoločnosť,Košice I,1988-05-01,2004-06-02,"",Architektonické a inžinierske služby vrátane projektovania,Súkromné nefinančné korporácie,Súkromné tuzemské,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=313
715,"",Centrum pedagogicko-psychologického poradenstva a prevencie,00079171,"Slovenskej jednoty 29,  040 01 Košice - Sever",Rozpočtová organizácia,Košice I,1979-09-01,"",Ostatná zdravotná starostlivosť i. n.,Ostatné činnosti v zdravotníctve,Ústredná štátna správa,Štátne,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=314
716,2013-11-18: Zoologická záhrada,Zoologická záhrada Košice,00083089,"Široká 31,  040 01 Košice - Kavečany",0,Košice I,1980-01-01,"",0,0,0,0,50,http://www.statistics.sk/pls/wregis/detail?wxidorg=315
717,"",Poľnohospodárske družstvo Mníšek nad Hnilcom,00083127,"Mníšek nad Hnilcom ,  055 64 Mníšek nad Hnilcom",Družstvo,Gelnica,1979-10-01,2007-05-31,"",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=316
718,"",Miestne osvetové stredisko,00088366,"Omastiná 39,  956 42 Omastiná",Príspevková organizácia,Bánovce nad Bebravou,1985-07-01,2009-07-01,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=317
719,"",Pedagogicko-psychologická poradňa,00088706,"Štefánikova 8,  085 01 Bardejov",Rozpočtová organizácia,Bardejov,1979-11-01,2003-12-31,"",Činnosti sociálnej pomoci bez ubytovania,Ústredná štátna správa,Štátne,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=318
720,"","Spojená škola, Opatovská cesta 97, Košice",00088714,"Opatovská cesta 97,  040 01 Košice - Vyšné Opátske",Rozpočtová organizácia,Košice IV,1986-02-25,"",Stredné odborné školstvo,Ostatné stredné technické a odborné školstvo,Ústredná štátna správa,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=319
721,"",VOJENSKÉ STAVBY BRATISLAVA - štátny podnik v likvidácii,00089427,"Príjazdná 7/A,  831 07 Bratislava - Vajnory",0,Bratislava III,1980-04-01,2011-04-13,0,0,0,0,0,http://www.statistics.sk/pls/wregis/detail?wxidorg=320
722,"",Miestne osvetové stredisko,00097519,"Ruskovce 1,  956 54 Ruskovce",Príspevková organizácia,Bánovce nad Bebravou,1985-06-01,2006-07-17,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=321
723,"",Miestne kultúrne stredisko,00097551,"Slatina nad Bebravou 17,  956 53 Slatina nad Bebravou",Príspevková organizácia,Bánovce nad Bebravou,1985-06-01,1998-05-15,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=322
724,"",Miestne osvetové stredisko,00100927,"Súlovce 177,  956 14 Súlovce",Príspevková organizácia,Topoľčany,1985-06-01,1999-03-19,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,nezistený,http://www.statistics.sk/pls/wregis/detail?wxidorg=323
725,2013-11-18: Miestne kultúrne stredisko,Miestne kultúrne strediskoa,00101010,"SNP 86/7,  956 41 Uhrovec",0,Bánovce nad Bebravou,1985-06-01,"",0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=324
726,"",Miestne osvetové stredisko,00101028,"Uhrovské Podhradie 56,  956 42 Uhrovské Podhradie",Príspevková organizácia,Bánovce nad Bebravou,1985-07-01,2009-08-13,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=325
727,"",Miestne osvetové stredisko,00101036,"Urmince 493,  956 02 Urmince",Príspevková organizácia,Topoľčany,1985-06-01,2010-05-07,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,nezistený,http://www.statistics.sk/pls/wregis/detail?wxidorg=326
728,"",Miestne osvetové stredisko,00101052,"Veľké Dvorany 2,  956 01 Veľké Dvorany",Príspevková organizácia,Topoľčany,1985-06-01,2002-05-10,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,nezistený,http://www.statistics.sk/pls/wregis/detail?wxidorg=327
729,"",Miestne osvetové stredisko,00101061,"Veľké Hoste 207,  956 40 Veľké Hoste",Príspevková organizácia,Bánovce nad Bebravou,1985-06-01,2010-03-31,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=328
730,"",Miestne osvetové stredisko,00101681,"Vysočany 17,  956 35 Vysočany",Príspevková organizácia,Bánovce nad Bebravou,1985-07-01,2009-08-09,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=329
731,"",Miestne kultúrne stredisko,00101966,"Bošáca 651,  913 07 Bošáca",Príspevková organizácia,Nové Mesto nad Váhom,1981-07-01,2006-01-01,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=330
732,"",Miestne osvetové stredisko,00102474,"Dolné Srnie 387,  916 41 Dolné Srnie",Príspevková organizácia,Nové Mesto nad Váhom,1985-08-01,2007-12-31,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=331
733,"",Miestne osvetové stredisko,00103403,"Hrabovka 26,  913 32 Hrabovka",Príspevková organizácia,Trenčín,1985-08-01,2006-11-28,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=332
734,"",Miestne osvetové stredisko,00103501,"Ivanovce 24,  913 05 Ivanovce",Príspevková organizácia,Trenčín,1985-08-01,2003-05-27,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=333
735,"",Miestne osvetové stredisko,00103942,"Krivosúd - Bodovka 89,  913 11 Krivosúd - Bodovka",Príspevková organizácia,Trenčín,1985-08-01,1996-12-31,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=334
736,"",Miestne osvetové stredisko,00103969,"Lubina 264,  916 12 Lubina",Príspevková organizácia,Nové Mesto nad Váhom,1985-08-01,2007-12-31,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=335
737,"",Miestne kultúrne stredisko,00104272,"Melčice - Lieskové 119,  913 05 Melčice - Lieskové",Príspevková organizácia,Trenčín,1981-07-01,1999-03-31,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=336
738,"",Miestne osvetové stredisko,00105228,"Očkov 166,  916 22 Očkov",Príspevková organizácia,Nové Mesto nad Váhom,1985-08-01,2003-05-30,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=337
739,"",Miestne osvetové stredisko,00106071,"Považany 396,  916 26 Považany",Príspevková organizácia,Nové Mesto nad Váhom,1985-08-01,2007-11-30,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=338
740,"",Miestne osvetové stredisko,00106666,"Stará Lehota 35,  916 36 Stará Lehota",Príspevková organizácia,Nové Mesto nad Váhom,1985-08-01,2005-05-12,Podporné činnosti súvisiace so scénickým umením,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=339
741,"",Miestne osvetové stredisko,00106909,"Selec 105,  913 36 Selec",Príspevková organizácia,Trenčín,1985-08-01,2002-12-31,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=340
742,"",Miestne osvetové stredisko,00106917,"Skalka nad Váhom I/32,  913 31 Skalka nad Váhom",Príspevková organizácia,Trenčín,1985-08-01,2009-12-31,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=341
743,"",Miestne osvetové stredisko,00108073,"Borovce 168,  922 09 Borovce",Príspevková organizácia,Piešťany,1985-01-01,1999-06-16,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=342
744,"",Obecné kultúrne stredisko,00108383,"Dechtice 484,  919 53 Dechtice",Príspevková organizácia,Trnava,1985-07-01,2000-08-01,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=343
745,"",Miestne osvetové stredisko,00108740,"Dolné Trhovište 23,  920 61 Dolné Trhovište",Príspevková organizácia,Hlohovec,1985-01-01,2007-01-01,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=344
746,"",Miestne osvetové stredisko,00109231,"Dolný Lopašov 79,  922 04 Dolný Lopašov",Príspevková organizácia,Piešťany,1985-01-01,2002-03-31,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=345
747,"",Miestne kultúrne stredisko,00109266,"Hlavná 337,  922 41 Drahovce",Príspevková organizácia,Piešťany,1984-01-01,2003-12-31,"",Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=346
748,"",Miestne osvetové stredisko,00111325,"Trstín (Obecný úrad) 95,  919 05 Trstín",Príspevková organizácia,Trnava,1985-01-01,2007-12-31,Prevádzka kultúrnych zariadení,Činnosti kultúrnych a umeleckých zariadení,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=347
749,"",Diagnostické centrum,00111562,"J. Jančeka 32,  034 01 Ružomberok",Rozpočtová organizácia,Ružomberok,1986-01-01,"",Ostatná starostlivosť v pobytových zariadeniach,Činnosti sociálnej pomoci s ubytovaním,Ústredná štátna správa,Štátne,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=348
750,"",Reedukačné centrum,00111571,"Mierová 137,  982 01 Tornaľa",Rozpočtová organizácia,Revúca,1986-01-01,"",Ostatná starostlivosť v pobytových zariadeniach,Činnosti sociálnej pomoci s ubytovaním,Ústredná štátna správa,Štátne,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=349
751,"",Centrum voľného času,00111589,"Belopotockého 1,  031 01 Liptovský Mikuláš",Rozpočtová organizácia,Liptovský Mikuláš,1974-01-01,2000-04-14,"",Ostatné vzdelávanie,Ústredná štátna správa,Štátne,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=350
752,"",Spoločenskovedný ústav SAV,00111597,"Watsonova 45,  040 01 Košice - Sever",Rozpočtová organizácia,Košice I,1975-03-31,"",Výskum a experimentálny vývoj v oblasti spoločenských a humanitných vied,Výskum a experimentálny vývoj v oblasti humanitných a spoločenských vied,Ústredná štátna správa,Štátne,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=351
753,"",Technicko-hospodárska správa ústavov Slovenskej akadémie vied,00111643,"Watsonova 45,  043 53 Košice - Sever",Rozpočtová organizácia,Košice I,1975-01-01,"",Výskum a experimentálny vývoj v oblasti spoločenských a humanitných vied,Výskum a experimentálny vývoj v oblasti humanitných a spoločenských vied,Ústredná štátna správa,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=352
754,"",Miestne kultúrne stredisko,00112526,"Čerhov ,  076 81 Čerhov",Príspevková organizácia,Trebišov,1985-01-01,2004-09-22,Činnosti knižníc a archívov,Činnosti knižníc a archívov,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=353
755,"",Miestne kultúrne stredisko,00113191,"Kuzmice ,  076 12 Kuzmice",Príspevková organizácia,Trebišov,1985-01-01,2000-06-12,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=354
756,"",Miestne kultúrne stredisko,00113484,"Nižný Žipov ,  076 17 Nižný Žipov",Príspevková organizácia,Trebišov,1985-01-01,1998-12-31,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=355
757,"",Miestne kultúrne stredisko,00113948,"Somotor ,  076 35 Somotor",Príspevková organizácia,Trebišov,1985-01-01,1999-01-22,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=356
758,"",Miestne kultúrne stredisko,00113999,",  076 31 Streda nad Bodrogom",Príspevková organizácia,Trebišov,1985-01-01,1999-01-01,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=357
759,"",Mestské kultúrne stredisko,00114669,"Boľská 41,  077 01 Kráľovský Chlmec",Príspevková organizácia,Trebišov,1985-01-01,2000-04-06,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Činnosti botanických a zoologických záhrad a prírodných rezervácií,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=358
760,"",Mestské kultúrne stredisko,00114707,"Nám. sv. Cyrila a Metoda ,  078 01 Sečovce",Príspevková organizácia,Trebišov,1985-01-01,2007-08-31,Činnosti knižníc a archívov,Činnosti knižníc a archívov,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=359
761,"",Mestské kultúrne stredisko,00114723,"nám. I. Dobóa 2,  079 01 Veľké Kapušany",Príspevková organizácia,Michalovce,1985-01-01,"",Činnosti knižníc a archívov,Činnosti knižníc a archívov,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=360
